TT,Mã HP,Số TC,Lớp học phần,Khóa học,Khóa tổ chức,Số SV dự kiến,Số SV đã ĐK,Hình thức học,Tuần học,Ngày BĐ,Ngày KT,Số tiết /tuần,Thứ,Tiết BĐ,Số tiết,Phòng học,Cơ sở đào tạo,Giáo Viên,Khoa/Viện
558,AUT31024,4,Thực tập chuyên ngành KTĐK&TĐH(224.1)_TH_08,K63,K63,12,0,TH/TN,"23 -> 29, 31 -> 35",02/09/2025,05/04/2025,10,8,1,5,TH_CN_TĐH,Cơ sở 2,Đinh Văn Nam,Kỹ thuật - Công nghệ
559,AUT31024,4,Thực tập chuyên ngành KTĐK&TĐH(224.1)_TH_08,K63,K63,12,0,TH/TN,"23 -> 29, 31 -> 35",02/09/2025,05/04/2025,10,8,6,5,TH_CN_TĐH,Cơ sở 2,Đinh Văn Nam,Kỹ thuật - Công nghệ
560,AUT31024,4,Thực tập chuyên ngành KTĐK&TĐH(224.1)_TH_09,K63,K63,12,0,TH/TN,"23 -> 29, 31 -> 35",02/08/2025,05/03/2025,10,7,1,5,PTH.TĐH.SX,Cơ sở 2,Dương Đình Tú,Kỹ thuật - Công nghệ
561,AUT31024,4,Thực tập chuyên ngành KTĐK&TĐH(224.1)_TH_09,K63,K63,12,0,TH/TN,"23 -> 29, 31 -> 35",02/08/2025,05/03/2025,10,7,6,5,PTH.TĐH.SX,Cơ sở 2,Dương Đình Tú,Kỹ thuật - Công nghệ
562,AUT31024,4,Thực tập chuyên ngành KTĐK&TĐH(224.1)_TH_10,K63,K63,12,0,TH/TN,"23 -> 29, 31 -> 35",02/09/2025,05/04/2025,10,8,1,5,PTH.TĐH.SX,Cơ sở 2,Dương Đình Tú,Kỹ thuật - Công nghệ
563,AUT31024,4,Thực tập chuyên ngành KTĐK&TĐH(224.1)_TH_10,K63,K63,12,0,TH/TN,"23 -> 29, 31 -> 35",02/09/2025,05/04/2025,10,8,6,5,PTH.TĐH.SX,Cơ sở 2,Dương Đình Tú,Kỹ thuật - Công nghệ
564,AUT32005,4,Truyền động điện tự động(224.1)_LT_01,K63,K63,40,0,LT,"23 -> 29, 31",02/05/2025,04/02/2025,2,4,2,4,C_401_cs2,Cơ sở 2,Trần Đình Dũng,Kỹ thuật - Công nghệ
565,AUT32005,4,Truyền động điện tự động(224.1)_LT_01_TH_01,K63,K63,20,0,TH/TN,"26 -> 29, 31 -> 38",02/25/2025,05/20/2025,5,3,6,5,PTH_KTĐ,Cơ sở 2,Trần Đình Dũng,Kỹ thuật - Công nghệ
566,AUT32005,4,Truyền động điện tự động(224.1)_LT_01_TH_02,K63,K63,20,0,TH/TN,"26 -> 29, 31 -> 38",02/27/2025,05/22/2025,5,5,6,5,PTH_KTĐ,Cơ sở 2,Trần Đình Dũng,Kỹ thuật - Công nghệ
567,AUT32005,4,Truyền động điện tự động(224.1)_LT_02,"K61,K62,K63,K64,K65",K63,40,0,LT,"23 -> 29, 31",02/05/2025,04/02/2025,2,4,6,4,C_203_cs2,Cơ sở 2,Trần Đình Dũng,Kỹ thuật - Công nghệ
568,AUT32005,4,Truyền động điện tự động(224.1)_LT_02_TH_01,"K61,K62,K63,K64,K65",K63,20,0,TH/TN,"26 -> 29, 31 -> 38",03/01/2025,05/24/2025,5,7,1,5,PTH_KTĐ,Cơ sở 2,Trần Đình Dũng,Kỹ thuật - Công nghệ
569,AUT32005,4,Truyền động điện tự động(224.1)_LT_02_TH_02,"K61,K62,K63,K64,K65",K63,20,0,TH/TN,"26 -> 29, 31 -> 38",03/01/2025,05/24/2025,5,7,6,5,PTH_KTĐ,Cơ sở 2,Trần Đình Dũng,Kỹ thuật - Công nghệ
651,CAE30002,3,Ứng dụng CAD trong kỹ thuật(224.1)_DAMH_01,K65,K65,25,0,DAMH,"23 -> 29, 31 -> 34",02/05/2025,04/23/2025,5,4,4,2,A3 404,Cơ sở 1,Lê Văn Chương,Kỹ thuật - Công nghệ
652,CAE30002,3,Ứng dụng CAD trong kỹ thuật(224.1)_DAMH_01,K65,K65,25,0,DAMH,"23 -> 29, 31 -> 34",02/09/2025,04/27/2025,5,8,11,2,P_DA_2,Cơ sở 1,Lê Văn Chương,Kỹ thuật - Công nghệ
653,CAE30002,3,Ứng dụng CAD trong kỹ thuật(224.1)_DAMH_01_TH_01,K65,K65,22,0,TH/TN,"28, 29, 31 -> 34",03/13/2025,04/24/2025,5,5,6,5,TTKT. 502,Cơ sở 1,Phan Văn Tiến,Kỹ thuật - Công nghệ
1097,ELE20007,3,Lý thuyết mạch điện(224.2)_LT_01_(TĐH),K64,K64,60,0,LT,"23 -> 29, 31 -> 38",02/03/2025,05/19/2025,3,2,3,3,C_403_cs2,Cơ sở 2,Nguyễn Tiến Dũng,Kỹ thuật - Công nghệ
1098,ELE20007,3,Lý thuyết mạch điện(224.2)_LT_02_(TĐH),K64,K64,60,0,LT,"23 -> 29, 31 -> 38",02/03/2025,05/19/2025,3,2,6,3,C_303_cs2,Cơ sở 2,Nguyễn Tiến Dũng,Kỹ thuật - Công nghệ
1099,ELE20007,3,Lý thuyết mạch điện(224.2)_LT_03_(Điện ĐT),K64,K64,60,0,LT,"23 -> 29, 31 -> 38",02/05/2025,05/21/2025,3,4,3,3,B3_204,Cơ sở 1,Nguyễn Tiến Dũng,Kỹ thuật - Công nghệ
1100,ELE22003,2,Kỹ năng viết và tư duy phản biện(224.1)_LT_01_(TC),K64,K64,30,0,LT,"23 -> 29, 31 -> 38",02/03/2025,05/19/2025,2,2,9,2,D3.104,Cơ sở 1,Cao Thành Nghĩa,Kỹ thuật - Công nghệ
1101,ELE22004,4,Kỹ thuật lập trình(224.1)_LT_01,K64,K64,35,0,LT,23 -> 25,02/07/2025,02/21/2025,2,6,11,5,ÐA6,Cơ sở 1,Mai Thế Anh,Kỹ thuật - Công nghệ
1102,ELE22004,4,Kỹ thuật lập trình(224.1)_LT_01,K64,K64,35,0,LT,23 -> 25,02/07/2025,02/21/2025,2,6,1,5,PHLT_KTCN101,Cơ sở 1,Mai Thế Anh,Kỹ thuật - Công nghệ
1103,ELE22004,4,Kỹ thuật lập trình(224.1)_LT_01_TH_01,K64,K64,17,0,TH/TN,"26 -> 29, 31 -> 38",02/28/2025,05/23/2025,5,6,1,5,TTKT. 507,Cơ sở 1,Mai Thế Anh,Kỹ thuật - Công nghệ
1104,ELE22004,4,Kỹ thuật lập trình(224.1)_LT_01_TH_02,K64,K64,17,0,TH/TN,"26 -> 29, 31 -> 38",02/28/2025,05/23/2025,5,6,6,5,TTKT. 507,Cơ sở 1,Mai Thế Anh,Kỹ thuật - Công nghệ
1105,ELE30012,3,Bảo vệ và tự động hóa công nghiệp(224.2)_LT_01,K62,K62,40,0,LT,"23 -> 29, 31 -> 38",02/03/2025,05/19/2025,3,2,3,3,C_501_cs2,Cơ sở 2,Trần Đình Dũng,Kỹ thuật - Công nghệ
1106,ELE30012,3,Bảo vệ và tự động hóa công nghiệp(224.2)_LT_02,K62,K62,40,0,LT,"23 -> 29, 31 -> 38",02/03/2025,05/19/2025,3,2,6,3,C_401_cs2,Cơ sở 2,Trần Đình Dũng,Kỹ thuật - Công nghệ
1107,ELE30014,3,Giải tích và mô phỏng hệ thống điện(224.2)_LT_01,K62,K62,40,0,LT,"23 -> 29, 31, 32",02/03/2025,04/07/2025,3,2,2,4,C_502_cs2,Cơ sở 2,Phạm Mạnh Toàn,Kỹ thuật - Công nghệ
1108,ELE30014,3,Giải tích và mô phỏng hệ thống điện(224.2)_LT_01_TH_01,K62,K62,20,0,TH/TN,33 -> 38,04/14/2025,05/19/2025,5,2,1,5,PTH_ĐIENTM,Cơ sở 2,Phạm Mạnh Toàn,Kỹ thuật - Công nghệ
1109,ELE30014,3,Giải tích và mô phỏng hệ thống điện(224.2)_LT_01_TH_02,K62,K62,20,0,TH/TN,33 -> 38,04/14/2025,05/19/2025,5,2,6,5,PTH_ĐIENTM,Cơ sở 2,Phạm Mạnh Toàn,Kỹ thuật - Công nghệ
1110,ELE30014,3,Giải tích và mô phỏng hệ thống điện(224.2)_LT_02,K62,K62,40,0,LT,"23 -> 29, 31, 32",02/03/2025,04/07/2025,3,2,6,4,C_402_cs2,Cơ sở 2,Phạm Mạnh Toàn,Kỹ thuật - Công nghệ
1111,ELE30014,3,Giải tích và mô phỏng hệ thống điện(224.2)_LT_02_TH_01,K62,K62,20,0,TH/TN,33 -> 38,04/16/2025,05/21/2025,5,4,1,5,PTH_ĐIENTM,Cơ sở 2,Phạm Mạnh Toàn,Kỹ thuật - Công nghệ
1112,ELE30014,3,Giải tích và mô phỏng hệ thống điện(224.2)_LT_02_TH_02,K62,K62,20,0,TH/TN,33 -> 38,04/16/2025,05/21/2025,5,4,6,5,PTH_ĐIENTM,Cơ sở 2,Phạm Mạnh Toàn,Kỹ thuật - Công nghệ
1113,ELE30020,3,Chất lượng điện năng(224.2)_LT_01_(TC),K62,K62,60,0,LT,"23 -> 29, 31 -> 38",02/06/2025,05/22/2025,3,5,2,3,C_303_cs2,Cơ sở 2,Phạm Mạnh Toàn,Kỹ thuật - Công nghệ
1114,ELE30023,3,Hệ thống SCADA(224.2)_LT_01_(TC),K62,K62,60,0,LT,"23 -> 29, 31 -> 38",02/04/2025,05/20/2025,3,3,2,3,C_402_cs2,Cơ sở 2,Đỗ Mai Trang,Kỹ thuật - Công nghệ
1115,ELE30027,3,Năng lượng tái tạo(224.2)_LT_01_(TC),K62,K62,40,0,LT,"23 -> 29, 31 -> 33",02/06/2025,04/17/2025,3,5,7,3,C_203_cs2,Cơ sở 2,Nguyễn Tiến Dũng,Kỹ thuật - Công nghệ
1116,ELE30027,3,Năng lượng tái tạo(224.2)_LT_01_(TC)_TH_01,K62,K62,20,0,TH/TN,33 -> 38,04/15/2025,05/20/2025,5,3,1,5,PTH_ĐIENTM,Cơ sở 2,Nguyễn Tiến Dũng,Kỹ thuật - Công nghệ
1117,ELE30027,3,Năng lượng tái tạo(224.2)_LT_01_(TC)_TH_02,K62,K62,20,0,TH/TN,33 -> 38,04/15/2025,05/20/2025,5,3,6,5,PTH_ĐIENTM,Cơ sở 2,Nguyễn Tiến Dũng,Kỹ thuật - Công nghệ
1118,ELE30028,3,Nguồn dự phòng và hệ thống ATS(224.2)_LT_01_(TC),K62,K62,40,0,LT,"23 -> 29, 31, 32",02/07/2025,04/11/2025,2,6,2,4,C_203_cs2,Cơ sở 2,Trần Đình Dũng,Kỹ thuật - Công nghệ
1119,ELE30028,3,Nguồn dự phòng và hệ thống ATS(224.2)_LT_01_(TC)_TH_01,K62,K62,20,0,TH/TN,33 -> 38,04/18/2025,05/23/2025,5,6,1,5,PTH_CUNGCAPDIEN,Cơ sở 2,Trần Đình Dũng,Kỹ thuật - Công nghệ
1120,ELE30028,3,Nguồn dự phòng và hệ thống ATS(224.2)_LT_01_(TC)_TH_02,K62,K62,20,0,TH/TN,33 -> 38,04/18/2025,05/23/2025,5,6,6,5,PTH_CUNGCAPDIEN,Cơ sở 2,Trần Đình Dũng,Kỹ thuật - Công nghệ
1121,ELE30029,3,Nhà máy điện và trạm biến áp(224.2)_LT_01_(TC),K62,K62,40,0,LT,"23 -> 29, 31, 32",02/07/2025,04/11/2025,3,6,6,5,C_301_cs2,Cơ sở 2,Trần Đình Dũng,Kỹ thuật - Công nghệ
1122,ELE30033,3,Thiết bị trao đổi nhiệt(224.2)_LT_01_(TC),K62,K62,40,0,LT,"23 -> 29, 31",02/06/2025,04/03/2025,2,5,7,4,C_202_cs2,Cơ sở 2,Lưu văn Phúc,Kỹ thuật - Công nghệ
1123,ELE30033,3,Thiết bị trao đổi nhiệt(224.2)_LT_01_(TC)_TH_01,K62,K62,20,0,TH/TN,33 -> 38,04/17/2025,05/22/2025,5,5,1,5,PTH_TBĐĐT,Cơ sở 2,Lưu văn Phúc,Kỹ thuật - Công nghệ
1124,ELE30033,3,Thiết bị trao đổi nhiệt(224.2)_LT_01_(TC)_TH_02,K62,K62,20,0,TH/TN,33 -> 38,04/17/2025,05/22/2025,5,5,6,5,PTH_TBĐĐT,Cơ sở 2,Lưu văn Phúc,Kỹ thuật - Công nghệ
1125,ELE30047,4,"Đồ án máy điện, thiết bị điện(224.1)_DAMH_01",K63,K63,40,0,DAMH,"23 -> 29, 31 -> 38",02/08/2025,05/24/2025,4,7,13,2,ÐA1 - CS2,Cơ sở 2,Trần Đình Dũng,Kỹ thuật - Công nghệ
1126,ELE30047,4,"Đồ án máy điện, thiết bị điện(224.1)_DAMH_02",K63,K63,40,0,DAMH,"23 -> 29, 31 -> 38",02/09/2025,05/25/2025,4,8,13,2,ÐA1 - CS2,Cơ sở 2,Trần Đình Dũng,Kỹ thuật - Công nghệ
1127,ELE30051,4,Đồ án hệ thống điện(224.1)_DAMH_01,K62,K62,40,0,DAMH,"23 -> 29, 31 -> 38",02/05/2025,05/21/2025,4,4,13,2,ÐA1 - CS2,Cơ sở 2,Nguyễn Tiến Dũng,Kỹ thuật - Công nghệ
1128,ELE30051,4,Đồ án hệ thống điện(224.1)_DAMH_02,K62,K62,40,0,DAMH,"23 -> 29, 31 -> 38",02/07/2025,05/23/2025,4,6,13,2,ÐA1 - CS2,Cơ sở 2,Nguyễn Tiến Dũng,Kỹ thuật - Công nghệ
1129,ELE30053,4,Cung cấp điện(224.1)_LT_01,K63,K63,40,0,LT,"23 -> 29, 31 -> 38",02/06/2025,05/22/2025,4,5,2,4,C_401_cs2,Cơ sở 2,Nguyễn Tiến Dũng,Kỹ thuật - Công nghệ
1130,ELE30053,4,Cung cấp điện(224.1)_LT_02,K63,K63,40,0,LT,"23 -> 29, 31 -> 38",02/07/2025,05/23/2025,4,6,2,4,C_301_cs2,Cơ sở 2,Nguyễn Tiến Dũng,Kỹ thuật - Công nghệ
1131,ELE31006,3,"Thực hành máy điện, thiết bi điện(224.2)_TH_01",K63,K63,14,0,TH/TN,"29, 31 -> 38",03/17/2025,05/19/2025,10,2,6,5,PTH_KTĐ,Cơ sở 2,Lưu văn Phúc,Kỹ thuật - Công nghệ
1132,ELE31006,3,"Thực hành máy điện, thiết bi điện(224.2)_TH_01",K63,K63,14,0,TH/TN,"29, 31 -> 38",03/19/2025,05/21/2025,10,4,6,5,PTH_KTĐ,Cơ sở 2,Lưu văn Phúc,Kỹ thuật - Công nghệ
1133,ELE31006,3,"Thực hành máy điện, thiết bi điện(224.2)_TH_02",K63,K63,14,0,TH/TN,"29, 31 -> 38",03/21/2025,05/23/2025,10,6,1,5,PTH_KTĐ,Cơ sở 2,Lưu văn Phúc,Kỹ thuật - Công nghệ
1134,ELE31006,3,"Thực hành máy điện, thiết bi điện(224.2)_TH_02",K63,K63,14,0,TH/TN,"29, 31 -> 38",03/21/2025,05/23/2025,10,6,6,5,PTH_KTĐ,Cơ sở 2,Lưu văn Phúc,Kỹ thuật - Công nghệ
1135,ELE31006,3,"Thực hành máy điện, thiết bi điện(224.2)_TH_03",K63,K63,14,0,TH/TN,"29, 31 -> 38",03/17/2025,05/19/2025,10,2,1,5,PTH_KTĐ,Cơ sở 2,Lưu văn Phúc,Kỹ thuật - Công nghệ
1136,ELE31006,3,"Thực hành máy điện, thiết bi điện(224.2)_TH_03",K63,K63,14,0,TH/TN,"29, 31 -> 38",03/19/2025,05/21/2025,10,4,1,5,PTH_KTĐ,Cơ sở 2,Lưu văn Phúc,Kỹ thuật - Công nghệ
1137,ELE31006,3,"Thực hành máy điện, thiết bi điện(224.2)_TH_04",K63,K63,14,0,TH/TN,"29, 31 -> 38",03/18/2025,05/20/2025,10,3,1,5,PTH_KTĐ,Cơ sở 2,Trần Đình Dũng,Kỹ thuật - Công nghệ
1138,ELE31006,3,"Thực hành máy điện, thiết bi điện(224.2)_TH_04",K63,K63,14,0,TH/TN,"29, 31 -> 38",03/20/2025,05/22/2025,10,5,1,5,PTH_KTĐ,Cơ sở 2,Trần Đình Dũng,Kỹ thuật - Công nghệ
1139,ELE31006,3,"Thực hành máy điện, thiết bi điện(224.2)_TH_05",K63,K63,14,0,TH/TN,"29, 31 -> 38",03/23/2025,05/25/2025,10,8,1,5,PTH_KTĐ,Cơ sở 2,Trần Đình Dũng,Kỹ thuật - Công nghệ
1140,ELE31006,3,"Thực hành máy điện, thiết bi điện(224.2)_TH_05",K63,K63,14,0,TH/TN,"29, 31 -> 38",03/23/2025,05/25/2025,10,8,6,5,PTH_KTĐ,Cơ sở 2,Trần Đình Dũng,Kỹ thuật - Công nghệ
1141,ELE31043,4,Kỹ thuật điện tử số và vi xử lý(224.1)_DAMH_01,K64,K64,40,0,DAMH,"23 -> 29, 31 -> 38",02/03/2025,05/19/2025,4,2,2,4,PHLT_KTCN202,Cơ sở 1,Lê Văn Chương,Kỹ thuật - Công nghệ
1142,ELE31043,4,Kỹ thuật điện tử số và vi xử lý(224.1)_DAMH_02,K64,K64,40,0,DAMH,"23 -> 29, 31 -> 38",02/03/2025,05/19/2025,4,2,7,4,D3.1.2,Cơ sở 1,Lê Văn Chương,Kỹ thuật - Công nghệ
1143,ELE31045,5,"Thực hành và thực tập cơ sở điện, điện tử(224.1)_TH_01",K64,K64,20,0,TH/TN,"29, 31 -> 38",03/22/2025,05/24/2025,10,7,6,5,XUONGTH_ĐĐT,Cơ sở 2,Phạm Mạnh Toàn,Kỹ thuật - Công nghệ
1144,ELE31045,5,"Thực hành và thực tập cơ sở điện, điện tử(224.1)_TH_02",K64,K64,20,0,TH/TN,"29, 31 -> 38",03/23/2025,05/25/2025,10,8,1,5,XUONGTH_ĐĐT,Cơ sở 2,Phạm Mạnh Toàn,Kỹ thuật - Công nghệ
1145,ELE31045,5,"Thực hành và thực tập cơ sở điện, điện tử(224.1)_TH_03",K64,K64,20,0,TH/TN,"29, 31 -> 38",03/23/2025,05/25/2025,10,8,6,5,XUONGTH_ĐĐT,Cơ sở 2,Phạm Mạnh Toàn,Kỹ thuật - Công nghệ
1146,ELE31045,5,"Thực hành và thực tập cơ sở điện, điện tử(224.1)_TH_04",K64,K64,20,0,TH/TN,"29, 31 -> 38",03/22/2025,05/24/2025,10,7,1,5,XUONGTH_ĐĐT,Cơ sở 2,Lưu văn Phúc,Kỹ thuật - Công nghệ
1147,ELE32005,3,Máy điện và khí cụ điện(224.1)_LT_01,K64,K64,64,0,LT,"23 -> 29, 31",02/07/2025,04/04/2025,2,6,2,4,C_201_cs2,Cơ sở 2,Hồ Sỹ Phương,Kỹ thuật - Công nghệ
1148,ELE32005,3,Máy điện và khí cụ điện(224.1)_LT_01_TH_01,K64,K64,16,0,TH/TN,"25 -> 29, 31",02/17/2025,03/31/2025,3,2,1,5,PTH.TĐH CONG NGHIEP,Cơ sở 2,Hồ Sỹ Phương,Kỹ thuật - Công nghệ
1149,ELE32005,3,Máy điện và khí cụ điện(224.1)_LT_01_TH_02,K64,K64,16,0,TH/TN,"25 -> 29, 31",02/17/2025,03/31/2025,3,2,6,5,PTH.TĐH CONG NGHIEP,Cơ sở 2,Hồ Sỹ Phương,Kỹ thuật - Công nghệ
1150,ELE32005,3,Máy điện và khí cụ điện(224.1)_LT_01_TH_03,K64,K64,16,0,TH/TN,"25 -> 29, 31",02/19/2025,04/02/2025,3,4,1,5,PTH.TĐH CONG NGHIEP,Cơ sở 2,Hồ Sỹ Phương,Kỹ thuật - Công nghệ
1151,ELE32005,3,Máy điện và khí cụ điện(224.1)_LT_01_TH_04,K64,K64,16,0,TH/TN,"25 -> 29, 31",02/17/2025,03/31/2025,5,2,11,5,PTH.TĐH CONG NGHIEP,Cơ sở 2,Hồ Sỹ Phương,Kỹ thuật - Công nghệ
1152,ELE32005,3,Máy điện và khí cụ điện(224.1)_LT_02,K64,K64,64,0,LT,"23 -> 29, 31",02/07/2025,04/04/2025,2,6,6,4,C_203_cs2,Cơ sở 2,Hồ Sỹ Phương,Kỹ thuật - Công nghệ
1153,ELE32005,3,Máy điện và khí cụ điện(224.1)_LT_02_TH_01,K64,K64,16,0,TH/TN,"25 -> 29, 31",02/19/2025,04/02/2025,3,4,6,5,PTH.TĐH CONG NGHIEP,Cơ sở 2,Hồ Sỹ Phương,Kỹ thuật - Công nghệ
1154,ELE32005,3,Máy điện và khí cụ điện(224.1)_LT_02_TH_02,K64,K64,16,0,TH/TN,"25 -> 29, 31",02/20/2025,04/03/2025,3,5,1,5,PTH.TĐH CONG NGHIEP,Cơ sở 2,Hồ Sỹ Phương,Kỹ thuật - Công nghệ
1155,ELE32005,3,Máy điện và khí cụ điện(224.1)_LT_02_TH_03,K64,K64,16,0,TH/TN,"25 -> 29, 31",02/19/2025,04/02/2025,3,4,11,5,PTH.TĐH CONG NGHIEP,Cơ sở 2,Hồ Sỹ Phương,Kỹ thuật - Công nghệ
1156,ELE32005,3,Máy điện và khí cụ điện(224.1)_LT_02_TH_04,K64,K64,16,0,TH/TN,"25 -> 29, 31",02/20/2025,04/03/2025,5,5,6,5,PTH.TĐHCN,Cơ sở 2,Hồ Sỹ Phương,Kỹ thuật - Công nghệ
1505,ETE30002,3,Điện tử số(224.1)_LT_01,K64,K64,35,0,LT,"23 -> 29, 31 -> 38",02/04/2025,05/20/2025,2,3,9,2,B2_501,Cơ sở 1,Lê Đình Công,Kỹ thuật - Công nghệ
1506,ETE30002,3,Điện tử số(224.1)_LT_01_TH_01,K64,K64,17,0,TH/TN,"29, 31 -> 35",03/19/2025,04/30/2025,3,4,1,5,PTH_ĐTVT,Cơ sở 2,Lê Đình Công,Kỹ thuật - Công nghệ
1507,ETE30002,3,Điện tử số(224.1)_LT_01_TH_02,K64,K64,17,0,TH/TN,"29, 31 -> 35",03/19/2025,04/30/2025,3,4,6,5,PTH_ĐTVT,Cơ sở 2,Lê Đình Công,Kỹ thuật - Công nghệ
1508,ETE30003,4,Điện tử tương tự(224.1)_LT_01,K64,K64,35,0,LT,"23 -> 29, 31 -> 38",02/04/2025,05/20/2025,3,3,6,3,B1_102,Cơ sở 1,Lê Đình Công,Kỹ thuật - Công nghệ
1509,ETE30003,4,Điện tử tương tự(224.1)_LT_01_TH_01,K64,K64,17,0,TH/TN,"29, 31 -> 35",03/20/2025,05/01/2025,3,5,1,5,PTH.CM ĐTVT,Cơ sở 2,Lê Đình Công,Kỹ thuật - Công nghệ
1510,ETE30003,4,Điện tử tương tự(224.1)_LT_01_TH_02,K64,K64,17,0,TH/TN,"29, 31 -> 35",03/20/2025,05/01/2025,3,5,6,5,PTH.CM ĐTVT,Cơ sở 2,Lê Đình Công,Kỹ thuật - Công nghệ
1511,ETE30004,3,Xử lý số tín hiệu(224.1)_LT_01,K64,K64,35,0,LT,"26 -> 29, 31",02/28/2025,04/04/2025,2,6,4,2,PHLT_KTCN101,Cơ sở 1,Nguyễn Thị Quỳnh Hoa,Kỹ thuật - Công nghệ
1512,ETE30004,3,Xử lý số tín hiệu(224.1)_LT_01,K64,K64,35,0,LT,"26 -> 29, 31",02/28/2025,04/04/2025,2,6,6,4,PHLT_KTCN201,Cơ sở 1,Nguyễn Thị Quỳnh Hoa,Kỹ thuật - Công nghệ
1513,ETE30004,3,Xử lý số tín hiệu(224.1)_LT_01_TH_01,K64,K64,17,0,TH/TN,32 -> 37,04/11/2025,05/16/2025,3,6,1,5,PTH.CM ĐTVT,Cơ sở 2,Nguyễn Thị Quỳnh Hoa,Kỹ thuật - Công nghệ
1514,ETE30004,3,Xử lý số tín hiệu(224.1)_LT_01_TH_02,K64,K64,17,0,TH/TN,32 -> 37,04/11/2025,05/16/2025,3,6,6,5,PTH.CM ĐTVT,Cơ sở 2,Nguyễn Thị Quỳnh Hoa,Kỹ thuật - Công nghệ
1515,ETE30010,4,Kỹ thuật siêu cao tần và Anten(224.1)_LT_01,K63,K63,35,0,LT,"23 -> 29, 31 -> 38",02/05/2025,05/21/2025,3,4,3,3,C_203_cs2,Cơ sở 2,Cao Thành Nghĩa,Kỹ thuật - Công nghệ
1516,ETE30010,4,Kỹ thuật siêu cao tần và Anten(224.1)_LT_01_TH_01,K63,K63,18,0,TH/TN,"28, 29, 31 -> 34",03/11/2025,04/22/2025,3,3,1,5,PTH_ĐTVT,Cơ sở 2,Cao Thành Nghĩa,Kỹ thuật - Công nghệ
1517,ETE30010,4,Kỹ thuật siêu cao tần và Anten(224.1)_LT_01_TH_02,K63,K63,18,0,TH/TN,"28, 29, 31 -> 34",03/11/2025,04/22/2025,3,3,6,5,PTH_ĐTVT,Cơ sở 2,Cao Thành Nghĩa,Kỹ thuật - Công nghệ
1518,ETE30011,5,Lập trình ứng dụng di động(224.1)_DAMH_01,K63,K63,35,0,DAMH,"23 -> 29, 31",02/06/2025,04/03/2025,3,5,11,2,C_101_cs2,Cơ sở 2,Lê Quốc Anh,Kỹ thuật - Công nghệ
1519,ETE30011,5,Lập trình ứng dụng di động(224.1)_DAMH_01_TH_01,K63,K63,18,0,TH/TN,23 -> 38,02/08/2025,05/24/2025,5,7,2,2,PM_03_CS2,Cơ sở 2,Lê Quốc Anh,Kỹ thuật - Công nghệ
1520,ETE30011,5,Lập trình ứng dụng di động(224.1)_DAMH_01_TH_02,K63,K63,18,0,TH/TN,23 -> 38,02/08/2025,05/24/2025,5,7,4,2,PM_03_CS2,Cơ sở 2,Lê Quốc Anh,Kỹ thuật - Công nghệ
1521,ETE30012,3,Kỹ thuật mạng máy tính(224.1)_LT_01,K63,K63,35,0,LT,"23 -> 29, 31 -> 38",02/05/2025,05/21/2025,2,4,9,2,C_103_cs2,Cơ sở 2,Cao Thành Nghĩa,Kỹ thuật - Công nghệ
1522,ETE30012,3,Kỹ thuật mạng máy tính(224.1)_LT_01_TH_01,K63,K63,18,0,TH/TN,"28, 29, 31 -> 34",03/10/2025,04/21/2025,3,2,1,5,PTH_ĐTVT,Cơ sở 2,Cao Thành Nghĩa,Kỹ thuật - Công nghệ
1523,ETE30012,3,Kỹ thuật mạng máy tính(224.1)_LT_01_TH_02,K63,K63,18,0,TH/TN,"28, 29, 31 -> 34",03/13/2025,04/24/2025,3,5,1,5,PTH_KTVT,Cơ sở 2,Cao Thành Nghĩa,Kỹ thuật - Công nghệ
1524,ETE30013,4,Cơ sở dữ liệu và lập trình Web(224.1)_DAMH_01,K63,K63,35,0,DAMH,"23 -> 29, 31 -> 38",02/09/2025,05/25/2025,3,8,2,2,C_101_cs2,Cơ sở 2,Lê Văn Thành,Kỹ thuật - Công nghệ
1525,ETE30013,4,Cơ sở dữ liệu và lập trình Web(224.1)_DAMH_01,K63,K63,35,0,DAMH,"23 -> 29, 31 -> 38",02/09/2025,05/25/2025,3,8,11,1,P_DA_CS2_2,Cơ sở 2,Lê Văn Thành,Kỹ thuật - Công nghệ
1526,ETE30013,4,Cơ sở dữ liệu và lập trình Web(224.1)_DAMH_01_TH_01,K63,K63,18,0,TH/TN,"23 -> 29, 31 -> 38",02/09/2025,05/25/2025,3,8,4,2,PM_02_CS2,Cơ sở 2,Lê Văn Thành,Kỹ thuật - Công nghệ
1527,ETE30013,4,Cơ sở dữ liệu và lập trình Web(224.1)_DAMH_01_TH_02,K63,K63,18,0,TH/TN,"23 -> 29, 31 -> 38",02/09/2025,05/25/2025,3,8,6,2,PM_02_CS2,Cơ sở 2,Lê Văn Thành,Kỹ thuật - Công nghệ
1528,ETE30018,5,Kỹ thuật viễn thông(224.1)_DAMH_01,K62,K62,40,0,DAMH,25 -> 29,02/17/2025,03/17/2025,5,2,6,5,C_201_cs2,Cơ sở 2,Nguyễn Thị Quỳnh Hoa,Kỹ thuật - Công nghệ
1529,ETE30018,5,Kỹ thuật viễn thông(224.1)_DAMH_01,K62,K62,40,0,DAMH,25 -> 29,02/18/2025,03/18/2025,5,3,2,4,C_202_cs2,Cơ sở 2,Nguyễn Thị Quỳnh Hoa,Kỹ thuật - Công nghệ
